Longitude:130.8444,Longitude:130.8444,Longitude:130.8444,Longitude:130.8444,Longitude:130.8444,Longitude:130.8444,Longitude:130.8444,Longitude:130.8444
Latitude:-12.4637,Latitude:-12.4637,Latitude:-12.4637,Latitude:-12.4637,Latitude:-12.4637,Latitude:-12.4637,Latitude:-12.4637,Latitude:-12.4637
Temperature,Speed,Direction,Pressure,Temperature,Speed,Direction,Pressure
C,m/s,degrees,atm,C,m/s,degrees,atm
25.8,0.4,113,0.9945225758697261,25.8,0.2873500423147721,113,0.9945225758697261
26.3,0.6,55,0.9949173451764125,26.3,0.43102506347215813,55,0.9949173451764125
27.1,1.3,144,0.9952134221564273,27.1,0.9338876375230094,144,0.9952134221564273
27.9,2.2,146,0.9958055761164569,27.9,1.5804252327312467,146,0.9958055761164569
29.0,2.3,136,0.996299037749815,29.0,1.6522627433099395,136,0.996299037749815
30.0,2.4,134,0.9957068837897853,30.0,1.7241002538886325,134,0.9957068837897853
30.9,2.3,125,0.9947199605230693,30.9,1.6522627433099395,125,0.9947199605230693
31.7,1.7,124,0.9938317295830249,31.7,1.2212376798377815,124,0.9938317295830249
32.2,0.8,118,0.9929434986429805,32.2,0.5747000846295442,118,0.9929434986429805
32.3,0.5,330,0.9924500370096225,32.3,0.35918755289346516,330,0.9924500370096225
32.0,1.4,331,0.9924500370096225,32.0,1.0057251481017022,331,0.9924500370096225
31.3,2.4,349,0.9926474216629657,31.3,1.7241002538886325,349,0.9926474216629657
30.6,2.8,344,0.9931408832963237,30.6,2.0114502962034044,344,0.9931408832963237
30.0,2.6,331,0.9937330372563533,30.0,1.8677752750460188,331,0.9937330372563533
29.4,2.3,313,0.9941278065630397,29.4,1.6522627433099395,313,0.9941278065630397
29.0,1.0,240,0.9950160375030842,29.0,0.7183751057869303,240,0.9950160375030842
28.8,1.4,183,0.9954108068097706,28.8,1.0057251481017022,183,0.9954108068097706
28.8,0.5,188,0.9952134221564273,28.8,0.35918755289346516,188,0.9952134221564273
28.7,0.6,87,0.9950160375030842,28.7,0.43102506347215813,87,0.9950160375030842
28.5,1.1,82,0.9944238835430546,28.5,0.7902126163656233,82,0.9944238835430546
28.2,1.2,93,0.9941278065630397,28.2,0.8620501269443163,93,0.9941278065630397
27.8,1.5,120,0.9941278065630397,27.8,1.0775626586803955,120,0.9941278065630397
27.4,1.9,123,0.9939304219096965,27.4,1.3649127009951674,123,0.9939304219096965
27.3,1.7,117,0.9938317295830249,27.3,1.2212376798377815,117,0.9938317295830249
27.2,1.5,130,0.9941278065630397,27.2,1.0775626586803955,130,0.9941278065630397
27.5,1.6,143,0.9947199605230693,27.5,1.1494001692590885,143,0.9947199605230693
28.1,2.0,148,0.9955094991364422,28.1,1.4367502115738606,148,0.9955094991364422
29.0,1.6,125,0.9962003454231433,29.0,1.1494001692590885,125,0.9962003454231433
30.1,1.4,78,0.9965951147298298,30.1,1.0057251481017022,78,0.9965951147298298
30.9,1.4,69,0.996299037749815,30.9,1.0057251481017022,69,0.996299037749815
31.6,1.1,72,0.9954108068097706,31.6,0.7902126163656233,72,0.9954108068097706
32.2,0.8,67,0.9945225758697261,32.2,0.5747000846295442,67,0.9945225758697261
32.5,1.1,20,0.9937330372563533,32.5,0.7902126163656233,20,0.9937330372563533
32.2,2.4,351,0.9935356526030101,32.2,1.7241002538886325,351,0.9935356526030101
31.4,3.5,346,0.9936343449296817,31.4,2.514312870254256,346,0.9936343449296817
30.7,3.6,352,0.9936343449296817,30.7,2.586150380832949,352,0.9936343449296817
30.2,3.2,360,0.9938317295830249,30.2,2.298800338518177,360,0.9938317295830249
29.8,2.7,4,0.994325191216383,29.8,1.9396127856247118,4,0.994325191216383
29.5,2.7,7,0.9947199605230693,29.5,1.9396127856247118,7,0.9947199605230693
29.4,2.0,14,0.9952134221564273,29.4,1.4367502115738606,14,0.9952134221564273
29.2,1.5,23,0.9959042684431285,29.2,1.0775626586803955,23,0.9959042684431285
29.0,1.5,12,0.9962003454231433,29.0,1.0775626586803955,12,0.9962003454231433
28.9,1.7,353,0.9957068837897853,28.9,1.2212376798377815,353,0.9957068837897853
28.7,2.3,347,0.9948186528497409,28.7,1.6522627433099395,347,0.9948186528497409
28.5,2.6,342,0.9941278065630397,28.5,1.8677752750460188,342,0.9941278065630397
28.2,1.2,330,0.9944238835430546,28.2,0.8620501269443163,330,0.9944238835430546
27.7,0.7,173,0.9950160375030842,27.7,0.5028625740508511,173,0.9950160375030842
27.3,1.0,156,0.9950160375030842,27.3,0.7183751057869303,156,0.9950160375030842
27.1,1.4,169,0.9951147298297557,27.1,1.0057251481017022,169,0.9951147298297557
27.1,1.5,175,0.995312114483099,27.1,1.0775626586803955,175,0.995312114483099
27.8,1.0,181,0.9957068837897853,27.8,0.7183751057869303,181,0.9957068837897853
29.0,0.2,64,0.996299037749815,29.0,0.14367502115738606,64,0.996299037749815
30.0,1.0,13,0.9965951147298298,30.0,0.7183751057869303,13,0.9965951147298298
30.7,1.5,342,0.9963977300764866,30.7,1.0775626586803955,342,0.9963977300764866
31.2,1.8,329,0.9958055761164569,31.2,1.2930751904164746,329,0.9958055761164569
31.4,2.0,321,0.9947199605230693,31.4,1.4367502115738606,321,0.9947199605230693
31.4,2.5,305,0.9936343449296817,31.4,1.7959377644673258,305,0.9936343449296817
31.1,3.3,299,0.993338267949667,31.1,2.3706378490968696,299,0.993338267949667
30.7,3.6,293,0.9934369602763385,30.7,2.586150380832949,293,0.9934369602763385
30.4,3.3,273,0.9936343449296817,30.4,2.3706378490968696,273,0.9936343449296817
29.9,3.2,257,0.9937330372563533,29.9,2.298800338518177,257,0.9937330372563533
29.4,3.1,257,0.9937330372563533,29.4,2.226962827939484,257,0.9937330372563533
29.1,2.3,246,0.9941278065630397,29.1,1.6522627433099395,246,0.9941278065630397
28.8,1.0,169,0.995312114483099,28.8,0.7183751057869303,169,0.995312114483099
28.5,2.2,95,0.996299037749815,28.5,1.5804252327312467,95,0.996299037749815
28.0,3.1,83,0.996299037749815,28.0,2.226962827939484,83,0.996299037749815
27.2,3.7,79,0.9960029607698002,27.2,2.657987891411642,79,0.9960029607698002
26.9,3.6,72,0.995312114483099,26.9,2.586150380832949,72,0.995312114483099
26.8,3.2,72,0.9948186528497409,26.8,2.298800338518177,72,0.9948186528497409
26.5,3.1,91,0.9950160375030842,26.5,2.226962827939484,91,0.9950160375030842
26.1,2.9,94,0.9950160375030842,26.1,2.083287806782098,94,0.9950160375030842
26.1,2.6,85,0.9949173451764125,26.1,1.8677752750460188,85,0.9949173451764125
26.0,2.6,89,0.995312114483099,26.0,1.8677752750460188,89,0.995312114483099
26.2,2.2,97,0.9958055761164569,26.2,1.5804252327312467,97,0.9958055761164569
26.8,2.1,106,0.9964964224031582,26.8,1.5085877221525537,106,0.9964964224031582
28.3,0.9,89,0.9971872686898593,28.3,0.6465375952082373,89,0.9971872686898593
29.5,0.9,295,0.9971872686898593,29.5,0.6465375952082373,295,0.9971872686898593
30.0,1.8,287,0.9965951147298298,30.0,1.2930751904164746,287,0.9965951147298298
30.6,2.5,300,0.9958055761164569,30.6,1.7959377644673258,300,0.9958055761164569
30.9,2.9,304,0.9950160375030842,30.9,2.083287806782098,304,0.9950160375030842
31.1,3.3,297,0.9944238835430546,31.1,2.3706378490968696,297,0.9944238835430546
31.1,3.2,296,0.9942264988897113,31.1,2.298800338518177,296,0.9942264988897113
31.0,3.1,299,0.9942264988897113,31.0,2.226962827939484,299,0.9942264988897113
30.9,2.9,298,0.9940291142363682,30.9,2.083287806782098,298,0.9940291142363682
30.4,2.7,292,0.9941278065630397,30.4,1.9396127856247118,292,0.9941278065630397
29.6,2.8,281,0.994325191216383,29.6,2.0114502962034044,281,0.994325191216383
29.0,2.7,272,0.9948186528497409,29.0,1.9396127856247118,272,0.9948186528497409
28.8,2.4,268,0.9957068837897853,28.8,1.7241002538886325,268,0.9957068837897853
28.7,2.2,265,0.996299037749815,28.7,1.5804252327312467,265,0.996299037749815
28.7,2.0,265,0.9963977300764866,28.7,1.4367502115738606,265,0.9963977300764866
28.6,1.9,261,0.9960029607698002,28.6,1.3649127009951674,261,0.9960029607698002
28.5,1.9,259,0.9950160375030842,28.5,1.3649127009951674,259,0.9950160375030842
28.5,1.7,269,0.994325191216383,28.5,1.2212376798377815,269,0.994325191216383
28.2,0.9,266,0.9944238835430546,28.2,0.6465375952082373,266,0.9944238835430546
27.8,0.4,137,0.9947199605230693,27.8,0.2873500423147721,137,0.9947199605230693
27.8,0.8,94,0.9948186528497409,27.8,0.5747000846295442,94,0.9948186528497409
27.8,1.1,61,0.9951147298297557,27.8,0.7902126163656233,61,0.9951147298297557
28.0,1.0,35,0.9957068837897853,28.0,0.7183751057869303,35,0.9957068837897853
28.5,0.5,226,0.9964964224031582,28.5,0.35918755289346516,226,0.9964964224031582
29.3,1.7,216,0.997285961016531,29.3,1.2212376798377815,216,0.997285961016531
30.0,1.8,224,0.9975820379965458,30.0,1.2930751904164746,224,0.9975820379965458
30.8,2.0,246,0.9969898840365162,30.8,1.4367502115738606,246,0.9969898840365162
31.7,2.4,262,0.9960029607698002,31.7,1.7241002538886325,262,0.9960029607698002
32.1,2.7,269,0.9951147298297557,32.1,1.9396127856247118,269,0.9951147298297557
31.6,3.3,271,0.9944238835430546,31.6,2.3706378490968696,271,0.9944238835430546
30.8,3.4,270,0.9942264988897113,30.8,2.442475359675563,270,0.9942264988897113
30.5,3.3,270,0.994325191216383,30.5,2.3706378490968696,270,0.994325191216383
30.5,3.6,272,0.9939304219096965,30.5,2.586150380832949,272,0.9939304219096965
30.1,3.8,276,0.9936343449296817,30.1,2.7298254019903347,276,0.9936343449296817
29.3,3.3,268,0.9939304219096965,29.3,2.3706378490968696,268,0.9939304219096965
28.8,2.8,262,0.994325191216383,28.8,2.0114502962034044,262,0.994325191216383
28.5,2.2,228,0.995312114483099,28.5,1.5804252327312467,228,0.995312114483099
28.2,2.5,184,0.9962003454231433,28.2,1.7959377644673258,184,0.9962003454231433
28.0,2.0,176,0.9962003454231433,28.0,1.4367502115738606,176,0.9962003454231433
27.9,1.6,187,0.9959042684431285,27.9,1.1494001692590885,187,0.9959042684431285
27.8,0.8,187,0.9952134221564273,27.8,0.5747000846295442,187,0.9952134221564273
27.9,0.7,83,0.9944238835430546,27.9,0.5028625740508511,83,0.9944238835430546
27.9,0.7,90,0.994325191216383,27.9,0.5028625740508511,90,0.994325191216383
27.8,0.6,84,0.9946212681963977,27.8,0.43102506347215813,84,0.9946212681963977
27.8,0.3,339,0.9947199605230693,27.8,0.21551253173607907,339,0.9947199605230693
27.8,1.4,259,0.9951147298297557,27.8,1.0057251481017022,259,0.9951147298297557
27.9,2.7,241,0.9955094991364422,27.9,1.9396127856247118,241,0.9955094991364422
28.6,3.3,231,0.9957068837897853,28.6,2.3706378490968696,231,0.9957068837897853
29.5,2.7,212,0.9963977300764866,29.5,1.9396127856247118,212,0.9963977300764866
30.1,1.9,186,0.9968911917098446,30.1,1.3649127009951674,186,0.9968911917098446
31.3,1.3,176,0.9963977300764866,31.3,0.9338876375230094,176,0.9963977300764866
32.4,0.6,195,0.9955094991364422,32.4,0.43102506347215813,195,0.9955094991364422
32.7,1.1,282,0.9946212681963977,32.7,0.7902126163656233,282,0.9946212681963977
32.6,2.5,287,0.9938317295830249,32.6,1.7959377644673258,287,0.9938317295830249
31.9,3.1,277,0.9934369602763385,31.9,2.226962827939484,277,0.9934369602763385
31.4,3.1,264,0.993338267949667,31.4,2.226962827939484,264,0.993338267949667
31.7,2.8,259,0.9931408832963237,31.7,2.0114502962034044,259,0.9931408832963237
31.4,2.9,267,0.9930421909696522,31.4,2.083287806782098,267,0.9930421909696522
30.4,3.4,267,0.9931408832963237,30.4,2.442475359675563,267,0.9931408832963237
29.5,3.7,249,0.9935356526030101,29.5,2.657987891411642,249,0.9935356526030101
29.4,3.1,249,0.9944238835430546,29.4,2.226962827939484,249,0.9944238835430546
29.4,2.5,268,0.995312114483099,29.4,1.7959377644673258,268,0.995312114483099
29.3,2.6,269,0.995312114483099,29.3,1.8677752750460188,269,0.995312114483099
29.2,2.6,273,0.9948186528497409,29.2,1.8677752750460188,273,0.9948186528497409
29.0,2.6,271,0.9939304219096965,29.0,1.8677752750460188,271,0.9939304219096965
28.7,2.0,267,0.9934369602763385,28.7,1.4367502115738606,267,0.9934369602763385
28.4,0.7,241,0.9936343449296817,28.4,0.5028625740508511,241,0.9936343449296817
28.2,0.9,144,0.9941278065630397,28.2,0.6465375952082373,144,0.9941278065630397
28.1,1.1,147,0.994325191216383,28.1,0.7902126163656233,147,0.994325191216383
28.0,0.7,155,0.9947199605230693,28.0,0.5028625740508511,155,0.9947199605230693
28.3,0.5,199,0.9952134221564273,28.3,0.35918755289346516,199,0.9952134221564273
28.9,1.0,211,0.9957068837897853,28.9,0.7183751057869303,211,0.9957068837897853
29.8,1.1,172,0.996299037749815,29.8,0.7902126163656233,172,0.996299037749815
31.0,1.2,146,0.9966938070565013,31.0,0.8620501269443163,146,0.9966938070565013
32.1,0.8,161,0.9965951147298298,32.1,0.5747000846295442,161,0.9965951147298298
32.8,0.3,167,0.9960029607698002,32.8,0.21551253173607907,167,0.9960029607698002
33.0,0.7,348,0.995312114483099,33.0,0.5028625740508511,348,0.995312114483099
33.0,1.6,326,0.994325191216383,33.0,1.1494001692590885,326,0.994325191216383
32.6,2.6,313,0.9937330372563533,32.6,1.8677752750460188,313,0.9937330372563533
31.7,3.3,307,0.9936343449296817,31.7,2.3706378490968696,307,0.9936343449296817
31.0,3.1,296,0.9936343449296817,31.0,2.226962827939484,296,0.9936343449296817
30.6,2.6,281,0.9940291142363682,30.6,1.8677752750460188,281,0.9940291142363682
30.1,2.1,276,0.9944238835430546,30.1,1.5085877221525537,276,0.9944238835430546
29.7,1.9,283,0.9946212681963977,29.7,1.3649127009951674,283,0.9946212681963977
29.5,1.7,295,0.9952134221564273,29.5,1.2212376798377815,295,0.9952134221564273
29.5,1.7,294,0.996299037749815,29.5,1.2212376798377815,294,0.996299037749815
29.4,1.6,288,0.9965951147298298,29.4,1.1494001692590885,288,0.9965951147298298
29.2,1.6,297,0.996299037749815,29.2,1.1494001692590885,297,0.996299037749815
29.0,1.6,300,0.9955094991364422,29.0,1.1494001692590885,300,0.9955094991364422
